node,betweenness
5867,0.7691977442718011
1891,0.12534902079590185
6228,0.12345658936610943
25855,0.04330872756462612
6067,0.03457985873200673
3624,0.020298224062928465
6053,0.01742660228530366
7358,0.0165707494547523
2921,0.01623616747054412
157,0.013379722667968571
